Partnumber,Package,Value,Tolerance
8901059239,,43R,5%
8902002221,1210,47nF,20%
890901375601,0805,470pF,5%
8909B0746601,8.74 x 8.89 x 4.29,4.7uH,
8909002821,64 TQFP PowerPAD,SN76PL536-Q1,
8900319501,0207,182k,1%
8909002822,SON10,TPS54140QDRCRQ1,
8902002222,1210,56nF,20%
8909B03732,"18,7x6,85x6,6 mm",FX23L-20P-0.5SV8,
8905507522,0603,1pF,10%
8905204802,TO39,"2,5-200",
890901143502,HTQFP (64-pin),PBQ79718B1PAPTQ1,
8900419272,0411,270R,2%
0272240132,QFP44,CG989,
8905505412,0207,47R,1%
8909004932,1206,4.7nF,5%
1269993372,1206,100nF,20%
8909B0634402,,undefined,
8905959642,HY_FUER-HYBRID-SG,LM2904MWC(D)/MCD,
8900319502,0207,187k,1%
8909B03733,"2,766x0,95x0,815 mm",EPC2019,
1269993373,0805,680pF,10%
8909002823,radial in box,4.4uH,
0272240133,QFP44,CG989,
8909016193,QFN-14 (4mmx4mm),MPQ4326BGRE-75A0,
8905959643,HY_FUER-HYBRID-SG,TMX470R1VC0022Y,
8900419273,0411,2.7k,2%
8905507523,0603,1.5pF,6.67%
8905204803,TO39,"2,5-400B",
8900319503,0207,191k,1%
8902002223,1210,68nF,20%
8902002224,1210,82nF,20%
8905204804,TO39,"2,5-400A",
8909B0634404,,undefined,
1277331174,7343,47uF,20%
8909002824,LQFP144,SAK-XC2787X-200F,
8900419274,0411,27k,2%
8900319504,0207,196k,1%
8905507524,0603,1.8pF,5.55%
8909B03734,0402,53.6k,0.1%
8909016194,2220,100nF,10%
8909016195,,STTH812G,
8901088315,,1.2k,10%
8909002825,eLQFP176,BCM89501BQLEG (S,
8909004935,0603,1nF,10%
8905507525,0603,2.2pF,4.54%
8900419275,0411,270k,2%
8909B03735,0402,20k,0.1%
8902002225,1210,100nF,20%
8900319505,0207,200k,1%
8905959645,SOIC8,N710007BFTEFAA,
0272240135,SO16W,CA260,
8905503855,SOT89B,HAL730SF-K,
8905204805,TO39,"2,5-500A",
0272240136,SO16W,CA261,
8909B03736,WSON (6),DAC101C081QISD,
8902002226,1812,100nF,10%
8905505416,HY_FUER-HYBRID-SG,NP48N055(1)ZLEW-,
8900319506,0207,205k,1%
8905204806,TO39,"2,5-500B",
8909004936,0603,1.5nF,10%
8905507526,0603,2.7pF,3.7%
8909002826,MLP48,BCM89810A2AMLG (,
8909016196,VQFN48HCV070,BD393B2MUF-CE2,
8900419276,0411,2.7M,2%
8905507527,0603,3.3pF,3.03%
8900319507,0207,210k,1%
8905503857,0603,56pF,5%
0272240137,SO16W,CA262,
8902002227,1812,120nF,10%
8909016197,BGA116,S5K1H1SCA3-KY1/K,
8909004937,0603,2.2nF,10%
8900419277,0411,27M,2%
8909B03737,VSSOP (8),INA301-Q1,
8905505417,HY_FUER-HYBRID-SG,NP48N055(1)ZHEW-,
8909002827,SOT457,BC817DPN/DG/B3,
8900106210,0204,150R,1%
8900319508,0207,215k,1%
8909001390,0805,681R,1%
8909016198,0603,LAMGM160808T221R,
8900507160,0617,1.6R,5%
8902002228,1812,150nF,10%
8901351040,,9.4R(PTC),25%
8909B03738,WSON (6),LM5114BSD,
8909004938,0603,3.3nF,10%
8900326100,0207,1R,5%
8909007970,WSON8,TPS62160QDSG#Q1,
1279994030,HY_HYBRID,CG270C_CaW,
8900625150,0204,32.4R,1%
1267362500,1216,0.5m,1%
8905500278,DO214AA,TPSMB13A-1BHE3_A,
8905505418,LQFP48,ADuC7032-8L,
8900470190,0309,931R,1%
1269993378,SO14,TC74HC04F,
8905503858,0603,680pF,5%
0272240138,TQFP 100 ePad,CG147,
8905507528,0603,3.9pF,2.56%
8905502440,SO8,M95080-MN3T/S,
8900322430,0207,29.4k,1%
8909002828,0603,1.62k,0.1%
8909001391,0805,681k,1%
8901351041,,16R(PTC),25%
8905503859,0603,4.7nF,10%
8909004939,0603,4.7nF,10%
8900507161,0617,16R,5%
8909B0761801,HVSSOP 28,TPS4HC120-Q1,
8909B0619001,,ERM8-035-0.50-S-,
8909B03739,LFCSP (12),ADCMP603,
8900319509,0207,221k,1%
8900625151,0204,33.2R,1%
8900470191,0309,953R,1%
8909B0373501,0402,20k,0.1%
8902002229,1812,180nF,10%
8900130961,0805,28.7R,1%
8909007971,2.00mm x 1.25mm,BLM21SN300SH1D,
890900909101,0402,68.1R,1%
8901059221,,22R,10%
1267362501,1206,75k,0.1%
8905507529,0603,4.7pF,2.12%
8909010361,2016,48MHz,25%
0272240139,HIQUAD64,CG117B,
8909B0586601,BGA24,W25Q64JWTBSM,
8900358301,0207,30R,0.5%
8905502441,SO8,M95320-MN3T/P,
8900322431,0207,30.1k,1%
8909B0593901,QFN32,NCV7410MW0R2G,
8900106211,0204,154R,1%
8909002829,0603,1.62k,0.1%
8900326101,0207,10R,5%
8908428022,,K5-R2/R12-T086Y,
8900625152,0204,34R,1%
8900326102,0207,100R,5%
8901351042,,2.3R(PTC),25%
8905506892,BGA416,SAK-TC1797-512F1,
8900322432,0207,30.9k,1%
8900358302,0207,300R,0.5%
8909001392,0805,750R,1%
8900507162,0617,160R,5%
8900470192,0309,976R,1%
8909010362,HVQFN32,FS32K116LFT0VFMR,
8900106212,0204,158R,1%
8909007972,SO8,VN7140ASTR,
8905502442,SO8,M95640-MN3T/P,
8909005862,0606,31.6k,1%
8905506893,0603,10nF,10%
1267362503,0612,8.2R,1%
8900322433,0207,31.6k,1%
8909001393,,215.6R(NTC),3.5%
8909010363,"13,716x12,903x5,0",IHCL5050EZER100M,
8909005863,0606,46.4k,1%
8900326103,0207,1k,5%
8900130963,0805,46.4R,1%
8900625153,0204,34.8R,1%
8908428023,,ER11W419,
8901351043,,5.6R(PTC),25%
8900358303,0207,3k,0.5%
8900470193,0309,1k,1%
8900507163,0617,1.6k,5%
8900106213,0204,162R,1%
8909007973,HTSSOP 16,LM5575Q0MH/NOPB,
8909007974,QFN16,TAS4141-HAAA,
8901351044,,2.3R(PTC),25%
8900326104,0207,10k,5%
8909005864,0606,68.1k,1%
8900625154,0204,35.7R,1%
8900322434,0207,32.4k,1%
8900470194,0309,102R,1%
8909010364,10.8 X 10.3,VCSC108T-150MS6K,
8905506894,12.5x12.5,100uH,
8909001394,,E80,
8900130964,0805,47R,1%
8900507164,0617,16k,5%
8900358304,0207,30k,0.5%
8900106214,0204,165R,1%
8900625155,0204,36.5R,1%
8611201145,63-VFBGA,MT29F4G08ABBFAH4,
8900358305,0207,300k,0.5%
8909010365,SOT-23,REF4132A40DBVRQ1,
8909001395,1210,2.2uF,20%
8900507165,0617,160k,5%
8909005865,1206,21.5R,1%
8909007975,SOT363 (SC-88),PUMH20,
8900106215,0204,169R,1%
8900470195,0309,105R,1%
8905506895,0805,15nF,10%
8900322435,0207,33.2k,1%
8900326105,0207,100k,5%
8900470196,0309,107R,1%
8900322436,0207,34k,1%
8905506896,,VNS14NV04,
8900326106,0207,1M,5%
8901059226,,12R,5%
8900106216,0204,174R,1%
8909001396,0805,1.78k,1%
8900625156,0204,37.4R,1%
1267362506,1206,14.7k,0.1%
0273101156,PLCC44,SMG040,
8900507166,0617,1.6M,5%
8909010366,SOIC-8,NCV887105D1R2G,
8909005866,1206,3.16k,1%
8900130966,0805,61.9R,1%
8909007976,QFN48,SM33PF3000JGES,
8900106217,0204,178R,1%
8900130967,0805,68R,1%
8909005867,1206,10k,1%
8900625157,0204,38.3R,1%
8901060007,,6R,5%
8900507167,0617,16M,5%
8909010367,TO252-5,BD00KA5WFP-TE2,
8900322437,0207,34.8k,1%
8900470197,0309,1.1k,1%
8901059227,,13R,5%
8909007977,QFN32 EP,MAX20028ATJ_/V+,
1267362507,1206,1.15k,1%
8909001397,0805,2.15R,1%
8900625158,0204,39.2R,1%
8905959630,TO236,"LM4041EEM3-1,2",
8900106218,0204,182R,1%
8902933710,,330nF,20%
8909007978,QFN28 EP,MAX20029BATIA/V+,
8909016200,,MPZ1608S221ATD25,
8905507510,0805,8.2nF,5%
8909002810,0603,61.9k,0.1%
8905500260,HY_FUER-HYBRID-SG,JLM2904WH-CD1,
8909010368,"18,3 x 16 x 15,9 mm*",HFKT-LT/12-HLT,
8900325470,0207,4.7R,2%
8900322438,0207,35.7k,1%
1270C11930,,undefined,
8908428028,,EF12.65451914000,
8909005868,1206,17.8k,1%
8901351048,,9.4R(PTC),25%
3330A30360,,undefined,
8900470198,0309,113R,1%
1267362508,Axial,1R,5%
8900312240,0309,2.4R,5%
8909001398,0805,2.37k,1%
8900630190,0204,8.45R,1%
8901059228,,15R,5%
8902002210,1210,33nF,10%
8909B03720,"20x20x3,2 mm",36103205S,
8909014640,153-ball LFBGA,MTFC128GBCAVTC-A,
8909001399,0805,3.48k,1%
8900106219,0204,187R,1%
890900857301,DFN1006-2,BAS40L,
8900630191,0204,8.66R,1%
8909010369,DFN5,NVMFS3D6N10MCLT1,
890901646101,VQFN-16,LM62460Q5RPHRQ1,
8909005869,1206,31.6k,1%
8900625159,0204,40.2R,1%
8909B0664901,3x3 mm,MLX90632,
890900880401,0402,21.5k,1%
8908428029,,EVD15(5454702900,
890900653801,SOD128,STTH1R06AFY,
8905959631,SOT23-5,TPS3828-33,
0273101159,SO16,SMB250,
8909014641,LFBGA 153,MTFC256GBCAVTC-A,
890901174401,10x10,22uH,
8909002811,0603,68.1k,0.1%
890901598301,BGA24,GD25LF256FBARR,
8900322439,0207,36.5k,1%
8900438161,0719,16R,5%
8909B0777301,VQFN (64),DS90UB964-Q1,
890900646301,QFN32,undefined,
8905507511,0603,6.8pF,3.6%
8909016201,,330nF,10%
8900312241,0309,24R,5%
8909B0804201,0402,330pF,10%
8902210541,,100nF,10%
8902002211,1210,39nF,10%
8900470199,0309,115R,1%
127129005001,SIP 4-PIN,MLX91209LVA-CAA-,
8909007979,QFN24 EP,MAX20416ATGD/V+,
1270E2949801,,undefined,
8638802831,THT,104087-0501,
8901059229,,16R,5%
8905502449,SO8,M24C08-WMN3TP/S,
8909B03721,0603,0mH,
8905507512,0805,10pF,5%
8909014642,VQFN-HR,LM61495QRPHRQ1,
8902002212,1210,47nF,10%
8902211212,,110pF,5%
8900438162,0719,160R,5%
8909B03722,0603,0mH,
8902230112,,30pF,5%
8909002812,TEPBGA-516,SPC5674FK0MVY3 (,
8909016202,0603,330nF,10%
890900653802,SOD128,STTH1R06AFY,
8900630192,0204,8.87R,1%
8901327022,,3.9k(NTC),20%
8905505482,SOT23,MAX6751KA46-T,
8900312242,0309,240R,5%
8905959632,PG-SCT-595-5,TLE4295GV50,
8905507513,0805,47pF,5%
8909002813,VQFN48,ATA5291,
8902002213,1210,56nF,10%
8905500263,,,
8900312243,0309,2.4k,5%
1267360793,0606,2.15k,1%
1270E27543,,undefined,
8909B03723,DFN5 (SO-8FL),NVMFS5C410N,
8909014643,1206,6.8nF,5%
8909016203,0603,33pF,10%
8905959633,PSCT595-5,TLE4296GV50,
8902211213,,200pF,5%
8900630193,0204,9.09R,1%
8902230113,,30pF,5%
8900438163,0719,1.6k,5%
8905505484,0606,2.2R,1%
8909B03724,0612,5m,1%
8902002214,1210,68nF,10%
8905500264,0603,3.4k,1%
8909002814,7*6*3.5mm,700mH,
8900438164,0719,16k,5%
8909014644,WQFN,TPD3S713AQRVCRQ1,
1267360794,0606,100k,1%
8909004924,1210,0.22uF,10%
1270E27544,,undefined,
8905507514,0603,1pF,25%
8900630194,0204,9.31R,1%
8909016204,0603,0.33uF,10%
8900312244,0309,24k,5%
8900630195,0204,9.53R,1%
8905405695,SOT23,BAS21/DG/B4,
0272240145,LQFP80,CJ871,
8905505485,0606,2.74R,1%
8638802835,,BXG-25X35X040,
8909014645,10.3X10.3x4,3.3uH,
8905959635,P-BGA388,MPC562MZP56REVCS,
8900438165,0719,160k,5%
8905500265,0603,3.4k,1%
8902002215,1210,82nF,10%
8909016205,WQFN,74AVC4T774QWBQBR,
8905507515,0603,1.5pF,16.6%
8909B03725,DO-214AB,824541641,
1270E27545,,9984S-60GA-GFN1,
8909002815,LQFP80-ePad,SC900715AF,
8902230115,,33pF,2%
8900312245,0309,240k,5%
8905505486,0606,3.3R,1%
8905507516,0603,2.2pF,11.3%
8909B03726,"12,3x12,3x6 mm",3.3uH,
8909002816,LQFP100,SPC564L60L3CCFSx,
8900438166,0719,1.6M,5%
8902002216,1210,100nF,10%
8909004926,HY_0402,47k,1%
1267360796,2512,15m,1%
8905959636,BGA388,MPC562MZP56REVAS,
0272240146,SO8,CF151,
8909014646,SC70,INA186A3QDCKRQ1,
1270KE1696,,undefined,
8902210546,,100nF,10%
8909016206,,51uH,
8900630196,0204,9.76R,1%
8905959637,SO8,LM2903M/ELLI699,
8905507517,0603,2.7pF,9.25%
8909B03727,"7x6,9x3,8 mm",4.7uH,
1270KE1697,,undefined,
8902210547,,100nF,10%
8905505487,0606,10R,1%
8909014647,SC70,INA186A4QDCKRQ1,
8902002217,1210,22nF,20%
1267360797,2512,33m,0.5%
3337634477,,MC68336,
8900438167,0719,16M,5%
8909014648,0805,2.2uH,
8901059210,,4.7R,10%
8900400130,0414,1.3R,2%
8900106280,0204,806R,1%
8901351030,,25R(PTC),25%
1036900020,GEHAEUSE,KSC331 SPECIAL D,
8900130950,0805,1.5R,1%
8909001400,0805,5.11k,1%
8905405698,DO35,S256D,
8905508990,PQFP64,MC68HC908AZ60AMF,
8909B02290,0402,2k,1%
0272240148,QFN36,CJ135,
0273101160,SO16,SMB260,
8909B03728,"9,5x8,3x5,3 mm",5uH,
8905505488,0606,21.5R,1%
8902210548,,100nF,20%
8905504540,HY_0402,60m,-100%
8905507518,0603,3.3pF,7.5%
8909007960,0603,220nF,0ppm
8900305560,0309,5.6R,5%
1270KE1698,,undefined,
8900322420,0207,23.2k,1%
8900470200,0309,118R,1%
1267360798,2726,5m,1%
8902002218,1210,27nF,20%
8909016208,QFN-12,MPQ4334GLE-4342-,
8905502430,0805,22nF,10%
8900507150,0617,1.5R,5%
8900130951,0805,2R,1%
1267360799,0612,10m,1%
8909005851,HY_FUER-HYBRID-SG,L2726DIE,
8905504541,LQFP176,SAK-TC1767ED-256,
8909016209,FCCSP 18x18mm,AM62A74AUMSIANFR,
8900305561,0309,56R,5%
8900208101,,10R,5%
8902002219,1210,33nF,20%
1270KE1699,,undefined,
127101629101,,undefined,
1036936659,,undefined,
8900322421,0207,23.7k,1%
8909B03729,"4,8x4,8x3,8 mm",3.3uH,
8909B02291,0402,402R,1%
8909010351,SOT223,PBSS305PZ,
8905506101,,9999.99uH,
8900470201,0309,121R,1%
8900106281,0204,825R,1%
8905502431,0805,33nF,5%
8905500269,TQFP32,ST72324BK2TC,
8903403901,,1uF,100%
8909B0644201,D2-Pak,AUIRF5210STRL,
8900507151,0617,15R,5%
8909001401,0805,5.62k,1%
8909014649,32*30*16mm,4uF,5%
8905959639,SOT108,74HC02D,
8905507519,0603,3.9pF,6.4%
8901351031,,16R(PTC),25%
8909B0488201,0402,909R,0.1%
8905505489,0612,2.2R,1%
8900400131,0414,13R,2%
890013275801,0402,100k,1%
8905504542,BGA416,TC1797EDAA,
8900470202,0309,124R,1%
8909B02292,0402,BLM15HD182SN1,
8900507152,0617,150R,5%
8909005852,EHR18,4.5uH,
8900305562,0309,560R,5%
8905508992,,100uF,20%
8900400132,0414,130R,2%
8909001402,0805,6.81k,1%
8900208102,,100R,5%
8905502432,0805,33nF,10%
8900130952,0805,2.2R,1%
8909007962,,undefined,
8909010352,VQFN48,CC2642R1TWFRTCRQ,
8900106282,0204,845R,1%
8900322422,0207,24.3k,1%
8928230043,0603,4.7R,5%
8900470203,0309,127R,1%
8909001403,0805,11k,1%
8900400133,0414,1.3k,2%
8909007963,QFN16,TPS62090,
8905502433,0805,47nF,10%
8900322423,0207,24.9k,1%
8909010353,3015,2450BM14G0011T-A,
8900305563,0309,5.6k,5%
8909005853,0603,4.7nF,10%
8900507153,0617,1.5k,5%
8909B02293,0603,BLM18SG121TN1,
8900130953,0805,3R,1%
8900106283,0204,866R,1%
8900208103,,1k,5%
8908428013,,5430401000,
0281D00134,,MESSERL.94POL,
8900208104,,10k,5%
8900507154,0617,15k,5%
8905504544,0603,56k,1%
8905502434,0805,68nF,10%
8909001404,0805,12.1k,1%
8900106284,0204,887R,1%
8900400134,0414,13k,2%
8900305564,0309,56k,5%
8909B02294,WSON,LM53600NQDSXRQ1,
8909005854,,FAN7171M,
8900130954,0805,4.7R,1%
8909010354,3015,4.7uH,
8900470204,0309,1.3k,1%
8909007964,,TPS40170,
8900322424,0207,25.5k,1%
1275102134,,undefined,
8909005855,HY_0603,22nF,10%
8900106285,0204,909R,1%
8900322425,0207,26.1k,1%
8905502435,1206,1nF,5%
8900305565,0309,560k,5%
1275102135,,undefined,
8909B02295,,ACTB3R2EC,
8909001405,0805,21.5k,1%
8909007965,P-DSO-8,TLE4241GM,
8900208105,,100k,5%
8900130955,0805,5.11R,1%
8900400135,0414,130k,2%
8909010355,3015,6.8uH,
8900507155,0617,150k,5%
8900470205,0309,133R,1%
8905504545,SO8,BR25L040-WE2,
8905502436,BECHER/A,1.2mF,30%
8909005856,0606,46.4R,1%
8900305566,0309,5.6M,5%
8900470206,0309,137R,1%
8909007966,0805,54.9R,1%
0273101166,PLCC28,SMB061 MIT Z-KAP,
8900208106,,1M,5%
8909010356,SMD - 6.3*0.5 x 5.8*0.3 mm,100uF,20%
8909001406,0805,21.5R,1%
1275102136,,undefined,
8900507156,0617,1.5M,5%
8908428016,,5454701900,
8909B02296,BGA169,OV00491-B69G,
8900322426,0207,26.7k,1%
8900106286,0204,931R,1%
8905508996,,3.3uF,20%
8900400136,0414,1.3M,2%
8900130956,0805,6.8R,1%
8900322427,0207,27.4k,1%
8900400137,0414,13M,2%
8909010357,SMD - 6.3*0.5 x 5.8*0.3 mm,100uF,20%
8900130957,0805,10R,1%
1270E07017,,ESP Gen9 Haltepi,
8909001407,SMA,TPSMA18AHE3_B,
8905508997,,0.47uH,
8900106287,0204,953R,1%
8900507157,0617,15M,5%
8905504547,,220uF,20%
8909005857,0606,1.47k,1%
8909B02297,HTSOP-J8,BD733L2EFJ-Cxx,
8900305567,0309,56M,5%
8900470207,0309,1.4k,1%
8909007967,10.1*10.1*4.5,22uH,
8903403907,,4.7uF,100%
8908428017,,5430401000,
8905504548,P-DSO-20,TLE7241E,
8909B02298,,52 PIN SMD Edge,
1267331180,CHIP (2010),99999.99R,5 %
8909001408,0805,31.6R,1%
8900130958,0805,15R,1%
8901351038,,25R(PTC),25%
8902002280,1808,820pF,5%
8905505470,QFP100,uPD70F3466GC(A9),
8905508998,SOT363,BCR141S,
8900322428,0207,28k,1%
8900106288,0204,976R,1%
1275102138,,undefined,
8902212698,0603,27pF,1%
1270E27510,,Stecker 23pol.,
8909014630,"BQB (WQFN, 16)",TXV0106QWBQBRQ1,
8909005858,0606,3.16k,1%
8909010358,SMD - 6.3*0.5 x 5.8*0.3 mm,100uF,20%
8905507580,0805,3k,1%
8909B03710,EFD20,EA 180 515 21 21,
0272240110,SO20,CK200,
8900470208,0309,143R,1%
8900228001,0207,1R,2%
8900106289,0204,1k,1%
8909014631,272-BGA,CYT4BFBCJDQ0BZEG,
890900491901,HY_0603,4700R,1%
8905500251,SOT223,BSP89,
8903701541,A,1uF,20%
8909B0688301,,SDINBDA6-32G-ZA1,
8909B02299,0402,BLM15BD102SN1#,
8909010359,SMD - NS1411UA,WFJ19A2441UD,
8909001409,0805,31.6k,1%
0272240111,PSO36,CY141,
8900470209,0309,147R,1%
3330A3016101,,undefined,
8900438151,0719,15R,5%
8903403909,,10uF,100%
8902002281,1808,1nF,5%
0273101169,SO16,SMB180,
8909005859,0606,6.81k,1%
8905504549,P-DSO,TLE7242G,
3330A30431,,undefined,
8900322429,0207,28.7k,1%
8905508999,SOT363,BCR148S,
8928230049,,270000R,1%
8909002881,TQFP100,EPM240T100A5N,
8905507581,0805,3.3k,1%
8909B03711,EFD20,EA 180 515 21 11,
8905505471,,800uF,20%
1274477751,,1274477751,
8909B0688302,BGA153,SDINBDA6-32G-ZA2,
8900228002,0207,105m,2%
8909014632,D2PAK,IPB35N10S3L-26,
8909002882,1210,10uF,10%
8902210532,,100nF,10%
1270E43832,,10133B-80C-GFN4,
8905500252,2512,1R,1%
8901327012,,2k(NTC),20%
8900438152,0719,150R,5%
8905507582,0805,3.6k,1%
3330A30432,,Haltepin (1Pin),
0272240112,LQFP32,CY202,
8902002282,1808,680pF,10%
8905960403,QFP100,TMS470R1VF4B8PZ,
8905507583,0805,3.9k,1%
0272240113,SO8,CY30B,
8905500253,,33uH,
1270E43833,,9984S-80Z12-GFN4,
8909014633,DPAK,IPD35N10S3L-26,
8900228003,0207,1.1R,2%
8905505473,HY_FUER-HYBRID-SG,TMX570PSFC61YS,
8900438153,0719,1.5k,5%
8902002283,1808,820pF,10%
8909B03713,0402 (1005M),,
8903701543,B,6.8uF,20%
8900228004,0207,115m,2%
8909014634,D2PAK,IPB50N10S3L-16,
8905507584,0805,4.02k,1%
8900438154,0719,15k,5%
8909002884,SOT23-5,TPS3828-33QDBVRQ,
8905500254,CHIP,CA470_1_CHIP DRS,
8909004914,0805,BLM21AG102SH1D,
8902002284,1808,1nF,10%
0272240114,HIQUAD64,CY317,
8905960404,HY_FUER-HYBRID-SG,X3T-OH043,
8909B03714,SC70-5,LMT87QDCKRQ1,
8909002885,,US1G-HE3,
8903701545,C,10uF,20%
8900228005,0207,121m,2%
8909014635,,HL32Q1410DT,
8909004915,,ST315N10F7D8,
0272240115,SOIC16,CG202,
8902210535,,100nF,80%
8905959625,SO8,M95040-MN3T,
8905505475,,T3386/A1/01,
8905507585,0805,4.3k,1%
8901327015,,5k(NTC),20%
8900438155,0719,150k,5%
1270E06395,,GEN9 ASG A1 13-p,
8900438156,0719,1.5M,5%
0272240116,LQFP32,CF190,
1267331186,0204,1M,1%
8909014636,VQFN,TPS62130AQRGTRQ1,
8909004916,0805,MMZ2012R102ATD25,
8905507586,0805,4.7k,1%
3330A30436,,Motorkontakt,
8905959626,TO252-5,BTS6163D,
8902002286,1812,4.7nF,2%
8905500256,,IRF7379,
8900228006,0207,127m,2%
8905505476,0603,22k(NTC),2%
8909B03716,DFN1006-2,BAS16L,
8909B00136,,1.8uH,
8901327016,,10k(NTC),20%
1270E06396,,GEN9 ASG A1 13-p,
8909014637,VQFN (36),DP83TC818SRHA,
8909B03717,EPAD-MSOP (10),SY88303BLEY,
8905507587,0805,5.1k,1%
8902210537,,100nF,20%
8909002887,,IDC06D65Q8,
8902002287,1812,5.6nF,2%
8900228007,0207,133m,2%
0272240117,TQFP64EP,CG124C,
8900438157,0719,15M,5%
8905507588,0805,5.6k,1%
8900322410,0207,18.2k,1%
8905713530,TO78,2N5911,
8900301100,0207,1R,5%
1270E06398,,GEN9 ASG A1 1-po,
0272240118,HiQUAD64,CS241,
8905502420,0603,1nF,10%
8905500258,SOT223/4,TLE4264G,
8909B02300,0402,12.7k,1%
8909B00138,NFBGA337,TMP570PSFC61A,
8900106270,0204,634R,1%
8905505478,0603,22k(NTC),5%
8900228008,0207,1.4R,2%
8900643240,0411,2.4R,5%
8900400120,0414,1.2R,2%
8900131690,0603,61.9R,1%
8909B03718,"9,3 x 10,8 x 6,3",8888.0007,
8902002288,1812,6.8nF,2%
8905504530,,0452.500,
8909002888,SOT23,BSS123N,
8909B0794801,0402,2.7k,1%
8909B02301,0402,470R,1%
8905959629,DSO,KP120E8058,
8905504531,CHIP,22uF,10%
8900400121,0414,12R,2%
8909B0730401,SOIC-8,TLE8366EVXUMA1,
8905500259,2512,68m,0.5%
8900322411,0207,18.7k,1%
8909011091,,0.22uF,3%
8909B0787101,PG*HDSOP*16,IMLT65R033M2H,
8900131691,0603,75R,1%
890900906301,0603,4.02k,1%
8909003501,PG-DSO-14,1EBN1001AE,
8909B0490001,16-Lead SOIC_W,Adum342E,
8900643241,0411,24R,5%
8902002289,1812,4.7nF,5%
8902210539,,100nF,10%
8900228009,0207,147m,2%
890900450701,TQFP48,,
8909014639,SOT23-3,TL431AQDBZRRB,
8905507589,0805,6.2k,1%
8905505479,SOT23-5,TPS76325QDBVRQ1,
8909B03719,SOIC-8,MC10EL89,
8900301101,0207,10R,5%
8900106271,0204,649R,1%
1267362521,2010,8m,1%
8905502421,0603,1.5nF,10%
8909011092,17 x 9 x 23,B59451U1130A040,
8900131692,0603,82.5R,1%
8909B02302,TDFN4,MIC94310-SYMT,
8909003502,PG_DSO-36,1EDI2001AS,
8900643242,0411,240R,5%
8900106272,0204,665R,1%
8900301102,0207,100R,5%
890900450702,TQFP48,,
86388E3692,0.5mm Pitch,CNU113-314-2201-,
8900322412,0207,19.1k,1%
1267362522,3920,,1%
8900400122,0414,120R,2%
8905502422,0603,2.2nF,10%
8905504532,TSSOP8,LM2904WYPT,
0437S005WK,,undefined,
8900400123,0414,1.2k,2%
8900131693,0603,100R,1%
8900643243,0411,2.4k,5%
8905502423,0603,3.3nF,10%
8909011093,D,47uF,20%
8909003503,HY_Bare Die,undefined,
8900106273,0204,681R,1%
8900301103,0207,1k,5%
890900450703,TQFP48,FlexIn,
8900322413,0207,19.6k,1%
8905502424,0805,1nF,10%
8900131694,0603,121R,1%
8905504534,,ACQ131,
0437S005WL,,undefined,
8909011094,D,47uF,20%
8900301104,0207,10k,5%
8900106274,0204,698R,1%
8900400124,0414,12k,2%
0281Y00104,,MSL.36POL. DENOX,
8909B02304,SOT457 (SC-74),BCM53DS,
8909003504,BGA292,R7F701327EABG,
8900643244,0411,24k,5%
8900322414,0207,20k,1%
1267362524,1206,,1%
0281Y00105,,MSL.24POL. DENOX,
8900106275,0204,715R,1%
8900643245,0411,240k,5%
8900301105,0207,100k,5%
8905502425,0805,2.2nF,10%
8900322415,0207,20.5k,1%
8909003505,LQFP144,R7F701331EAFP,
8900400125,0414,120k,2%
8900131695,0603,147R,1%
8909B02305,SOT457 (SC-74),BCM56DS,
8909011095,6.3x7.7,150uF,20%
8900131696,0603,196R,1%
8909B02306,EB (29.94 x 12.7),33uH,
8900322416,0207,21k,1%
8905504536,0402,5.11R,5%
8900643246,0411,2.4M,5%
8905502426,0805,3.3nF,10%
8900106276,0204,732R,1%
8900400126,0414,1.2M,2%
8909011096,PG-HSOF-8-1,IAUT300N10S5N015,
8900301106,0207,1M,5%
8909011097,1206,1150R,1%
8905502427,0805,4.7nF,10%
8902212707,0603,12pF,2%
8900106277,0204,750R,1%
8900643247,0411,24M,5%
8900301107,0207,10M,5%
1267362527,3920,100uOhm,1%
8909B02307,EB (29.94 x 12.7),47uH,
8900400127,0414,12M,2%
8900131697,0603,215R,1%
8900322417,0207,21.5k,1%
8909003507,LQFP44,MC9S08AW32VFGE,
8900322418,0207,22.1k,1%
8905507570,2512,10m,1%
8909002870,MSOP-DGN,TPS7A6650QDGNRQ1,
8909B03780,WQFN54,DS80PCI402,
1264486520,,ML 146 P,
8902002270,1210,1nF,2%
8909014620,"SOT-SC70, 5",SN74AHC1G00QDCKR,
8909B02308,J5 (16 x 20),330uF,20%
8909011098,SOIC8,ACS724LLCTR-10AU,
1279994018,HY_FUER-HYBRID_SG,CG208,
8905505460,TQFP64,uPD70F3370AM2GB(,
8900635390,0204,845R,2%
8901020500,,220m,5%
8905502428,0805,6.8nF,10%
8909003508,LQFP,MC9S08AW32CFGE,
1270E25010,,,
8900531150,,1.5R,0%
8900312220,0309,2.2R,5%
0437S0073P,,undefined,
8900131698,0603,261R,1%
1267362528,1206,50m,1%
8905958940,PQFP64,MC68HC705X32CFU4,
8909007958,0603,47nF,10%
8900106278,0204,768R,1%
8909003509,H10,220uF,20%
890901588001,0201,402R,1%
8909B0511301,PG-TSDSO-24,BTS70020-1ESP,
8905507571,2010,100m,1%
8902909021,,68nF,5%
